policy_id,segment_id,first_party_collection_use,third_party_sharing_collection,user_choice_control,user_access_edit_deletion,data_retention,data_security,policy_change,do_not_track,international_specific_audiences,other
940,98,no,yes,yes,no,no,no,no,no,yes,no
135,3,no,no,no,no,no,no,yes,no,no,no
1083,15,no,yes,yes,no,no,no,no,no,no,no
746,28,no,no,no,no,no,yes,no,no,no,no
186,42,yes,yes,yes,yes,no,no,no,no,no,no
105,11,no,yes,no,no,no,no,no,no,no,no
1683,31,yes,no,no,no,no,yes,no,no,yes,no
1360,15,no,no,no,yes,no,no,no,no,no,no
98,40,no,no,no,no,no,no,no,no,no,yes
571,0,no,no,no,no,no,no,no,no,no,yes
1510,29,yes,yes,no,no,no,yes,no,no,no,no
523,8,yes,no,no,no,no,no,no,no,no,no
1419,2,yes,no,no,no,no,no,no,no,no,yes
940,71,no,no,yes,no,no,no,no,no,no,no
652,13,no,no,yes,no,no,no,no,yes,no,no
1300,43,no,no,yes,no,no,no,no,no,no,no
21,23,no,no,no,no,no,yes,no,no,no,no
807,11,no,no,yes,no,no,no,no,no,no,no
348,4,yes,no,no,no,no,no,no,no,no,yes
940,52,yes,no,yes,no,no,yes,no,no,no,no
962,6,no,no,no,no,no,no,no,no,yes,no
635,30,no,yes,yes,no,no,yes,no,no,no,no
1106,17,no,no,yes,no,no,no,no,no,no,no
33,18,yes,no,no,no,no,no,no,no,no,no
359,34,no,no,no,no,no,no,no,no,yes,yes
70,8,no,yes,yes,yes,no,no,no,yes,no,no
453,101,no,no,no,no,no,no,yes,no,no,yes
93,25,yes,yes,no,no,no,no,no,no,no,no
1637,2,yes,no,yes,no,no,no,no,no,no,no
1306,23,no,no,no,no,no,no,yes,no,no,no
1361,22,yes,no,no,no,no,no,no,no,no,no
348,9,no,no,no,no,no,yes,no,no,no,no
856,13,no,no,yes,no,no,no,no,no,no,no
175,22,yes,no,yes,yes,no,no,no,no,no,no
1713,42,no,no,yes,no,no,no,no,no,no,no
58,26,no,yes,yes,no,no,no,no,no,no,no
1618,3,yes,yes,yes,no,no,no,no,no,no,no
559,2,yes,no,no,no,no,no,no,no,no,no
202,14,no,no,no,no,no,no,no,no,yes,no
517,34,no,yes,no,no,no,no,no,no,no,no
686,40,yes,yes,no,no,no,no,no,no,no,no
1050,70,yes,no,yes,no,no,no,no,no,no,no
1610,5,yes,no,no,no,no,no,no,no,no,no
1713,43,no,no,no,no,no,no,no,yes,no,yes
320,6,yes,no,no,no,no,no,no,no,no,no
856,4,no,yes,no,no,yes,no,no,no,no,no
676,2,no,yes,no,no,no,no,no,no,no,no
928,13,no,yes,no,no,no,no,no,no,no,no
1545,2,yes,yes,yes,no,no,yes,no,yes,yes,yes
1252,13,yes,yes,no,no,no,no,no,no,no,no
1539,17,yes,yes,no,no,no,no,no,no,no,no
1470,1,no,no,no,no,no,no,yes,no,no,no
105,3,yes,no,no,no,no,no,no,no,no,no
962,61,no,yes,yes,no,no,no,no,no,no,no
807,24,no,no,no,no,no,no,no,yes,no,no
1510,35,no,no,yes,no,no,no,no,no,no,no
453,5,yes,no,no,no,no,no,no,no,no,no
581,3,yes,no,no,no,no,no,no,no,no,no
919,3,yes,yes,no,no,no,no,no,no,no,no
348,32,no,no,yes,no,no,no,no,no,no,no
1703,9,no,no,no,no,no,no,no,no,no,yes
1683,19,no,yes,yes,no,no,no,no,no,no,no
186,21,yes,yes,no,no,no,no,no,no,yes,no
1224,14,no,yes,no,no,no,no,no,no,no,no
940,26,yes,no,no,no,no,no,no,no,no,no
1713,9,yes,yes,yes,no,no,no,no,no,no,no
1028,32,no,no,no,no,no,yes,no,no,no,no
1618,16,yes,yes,no,no,no,no,no,no,no,no
70,23,no,yes,no,no,no,no,no,no,no,no
202,6,yes,no,no,no,no,no,no,no,no,no
940,87,yes,no,no,no,no,yes,no,no,no,no
883,15,yes,no,no,no,no,no,no,no,no,no
33,9,yes,no,no,no,no,no,no,no,no,no
635,36,no,yes,no,no,no,no,no,no,no,no
962,27,yes,no,no,yes,yes,no,no,no,no,no
1468,31,yes,no,no,no,no,no,no,no,no,no
760,11,no,yes,yes,no,no,no,no,no,no,no
884,0,no,yes,no,no,no,no,no,no,no,no
1099,36,no,no,no,no,no,no,no,no,yes,yes
928,14,no,no,yes,no,no,no,no,no,no,no
207,22,no,no,no,no,no,no,no,no,no,yes
59,1,yes,yes,no,no,no,no,no,no,no,no
1468,19,yes,no,no,no,no,no,no,no,no,no
200,37,yes,yes,no,no,no,no,no,no,no,no
303,3,yes,no,yes,no,no,no,no,no,no,yes
359,6,yes,yes,yes,yes,no,yes,yes,no,yes,no
1252,2,yes,no,no,no,no,no,yes,no,no,yes
105,2,yes,yes,yes,yes,no,yes,yes,no,yes,yes
559,5,yes,no,no,no,no,no,no,no,no,no
359,3,no,no,no,no,no,no,no,no,no,yes
856,2,yes,no,no,no,no,no,no,no,no,no
627,3,no,yes,no,no,no,no,no,no,no,yes
359,7,yes,no,no,no,no,no,no,no,no,no
1545,11,yes,no,yes,no,no,no,no,no,no,no
686,2,yes,no,no,no,no,yes,no,no,no,yes
1703,7,no,yes,no,no,no,no,no,no,no,no
144,30,no,no,yes,no,no,no,no,no,no,no
640,33,no,no,no,yes,no,no,no,no,no,no
1468,45,no,yes,no,no,no,no,no,no,no,no
1361,18,no,yes,yes,no,no,no,no,no,no,no
1099,0,yes,yes,yes,yes,no,no,yes,no,no,yes
627,14,no,no,no,no,no,no,no,no,no,yes
1300,26,no,no,yes,no,no,no,no,no,no,no
1099,7,no,yes,no,no,no,no,no,no,no,no
228,19,no,yes,no,no,no,no,no,no,no,no
1545,18,no,yes,no,no,no,yes,no,no,no,no
1636,24,yes,no,no,no,no,no,no,no,no,no
640,22,no,yes,no,no,no,no,no,no,no,no
1708,11,no,no,yes,no,no,no,no,no,no,no
33,31,yes,no,no,no,no,no,no,no,no,no
1419,34,no,no,no,no,no,no,no,no,no,yes
746,10,yes,no,yes,no,no,no,no,no,no,no
1070,21,no,yes,no,no,no,no,no,no,no,no
1636,28,yes,no,no,no,no,no,no,no,no,yes
1498,8,yes,no,yes,no,no,no,no,no,no,no
1361,30,no,no,no,no,no,no,yes,no,no,no
186,25,no,no,no,no,no,no,no,no,yes,no
1683,11,yes,no,no,no,no,no,no,no,no,no
640,38,no,no,no,yes,no,no,no,no,yes,yes
1070,17,no,yes,no,no,no,no,no,no,no,no
1636,1,no,no,no,no,no,no,no,no,no,yes
928,3,yes,no,no,no,no,no,no,no,no,no
200,7,yes,no,no,no,no,no,no,no,no,no
33,53,no,no,no,no,no,no,no,no,yes,no
1673,14,yes,no,no,no,no,no,no,no,no,no
33,25,no,no,no,no,no,no,no,no,no,yes
744,15,no,yes,no,no,no,no,no,no,no,no
891,11,no,yes,no,no,no,no,no,no,no,no
133,27,yes,no,no,no,no,no,no,no,no,no
93,39,no,no,no,no,no,no,yes,no,no,no
135,36,no,no,no,no,no,no,no,no,no,yes
517,21,yes,no,no,no,no,no,no,no,no,no
1673,44,no,no,no,yes,no,no,no,no,no,no
746,15,no,yes,yes,no,no,no,no,yes,no,no
1539,8,no,yes,yes,no,no,no,no,no,no,no
1306,21,no,no,no,no,no,yes,no,no,yes,yes
627,1,yes,no,no,no,no,no,no,no,no,no
1673,37,no,no,no,no,no,yes,no,no,no,no
453,87,yes,yes,yes,no,no,no,no,no,yes,no
1083,18,yes,yes,no,no,no,no,no,no,no,no
1713,44,no,no,yes,no,no,no,no,yes,no,no
1637,9,yes,yes,no,no,no,no,no,no,no,no
133,2,yes,no,no,no,no,no,no,no,no,no
105,19,no,no,no,yes,no,no,no,no,no,no
807,14,no,no,no,no,no,no,no,no,no,yes
1034,17,no,yes,no,no,no,no,no,no,no,no
856,9,no,yes,yes,yes,no,no,no,no,no,no
303,15,no,yes,no,no,no,no,no,no,no,no
745,1,yes,no,no,no,no,no,no,no,no,no
228,15,no,no,yes,no,no,no,no,no,no,no
652,38,no,yes,no,no,no,no,no,no,no,no
1034,41,no,no,no,no,no,no,yes,no,no,no
1106,23,no,no,yes,yes,no,no,no,no,no,no
962,33,no,yes,yes,no,no,no,no,no,yes,no
105,25,no,no,no,no,no,no,no,no,yes,no
1673,39,no,no,yes,no,no,no,no,no,no,no
962,51,no,no,no,no,no,yes,no,no,no,no
1259,17,yes,yes,no,no,no,no,no,no,no,no
228,13,no,yes,no,no,no,no,no,no,no,no
82,1,yes,no,yes,yes,no,no,no,no,no,yes
1618,12,yes,yes,yes,no,no,no,no,no,no,no
640,13,yes,yes,no,no,no,no,no,no,no,no
32,3,yes,no,no,no,no,no,no,no,yes,yes
1259,43,no,no,no,yes,no,no,no,no,no,no
1205,4,yes,yes,yes,no,no,no,no,no,no,no
32,14,yes,no,no,no,no,no,no,no,no,no
571,6,yes,no,no,no,no,no,no,no,no,no
453,1,yes,no,no,no,no,no,no,no,no,no
1259,55,no,no,no,no,no,no,yes,no,no,no
325,9,yes,yes,no,no,no,no,no,no,no,no
26,40,yes,no,no,no,no,no,no,no,no,no
1610,24,yes,no,no,no,no,no,no,no,no,no
1636,38,no,no,yes,no,no,no,no,no,no,no
1050,18,no,no,no,no,no,no,no,no,no,yes
320,33,yes,no,no,no,no,no,no,no,no,no
1713,15,no,yes,no,no,no,no,no,no,no,no
1468,17,yes,no,yes,no,no,no,no,no,no,no
32,10,no,yes,no,no,no,no,no,no,no,no
1683,9,yes,no,no,no,no,no,no,no,no,no
325,2,yes,no,yes,no,no,yes,yes,no,no,yes
744,1,yes,no,yes,no,no,no,no,no,no,no
1618,23,no,yes,yes,no,no,no,no,no,no,no
453,69,no,no,yes,no,no,no,no,no,no,no
586,5,yes,no,no,no,no,no,no,no,no,no
635,29,no,yes,no,no,no,no,no,no,no,no
1083,28,no,no,no,no,no,no,no,yes,no,no
1050,30,no,yes,no,no,no,no,no,no,no,no
1106,6,yes,no,no,no,no,no,no,no,no,no
1618,33,no,no,no,no,no,no,no,no,no,yes
1610,2,yes,no,no,no,no,no,yes,no,no,no
1089,30,no,no,no,no,no,yes,no,no,no,no
962,63,yes,no,no,no,no,no,no,no,no,no
591,3,yes,no,yes,yes,no,no,no,no,no,no
70,25,yes,no,no,no,no,no,no,no,no,no
531,1,no,no,no,no,no,no,no,no,no,yes
82,24,no,yes,no,no,no,no,no,no,no,no
1636,32,no,yes,no,no,no,no,no,no,no,no
1361,6,yes,yes,no,no,no,no,no,no,no,no
82,23,no,yes,no,no,no,no,no,no,no,no
652,22,no,yes,no,no,no,no,no,no,no,no
962,52,no,no,no,no,no,yes,no,no,no,yes
1252,8,no,yes,no,no,no,no,no,no,no,no
1419,21,yes,yes,no,no,no,no,no,no,no,no
98,22,no,yes,no,no,no,no,no,no,no,no
453,9,no,no,yes,no,no,no,no,no,no,no
856,30,no,no,no,no,no,yes,no,no,no,no
907,9,no,no,no,no,yes,yes,no,no,no,no
82,27,no,yes,no,no,no,no,no,no,no,no
70,41,yes,no,yes,no,no,no,no,no,no,no
1099,17,no,yes,yes,no,no,no,no,no,no,no
359,16,yes,yes,yes,no,no,no,no,no,no,no
1306,19,yes,yes,no,no,no,no,no,no,no,no
359,15,yes,no,yes,yes,no,no,no,no,no,no
891,19,yes,yes,no,no,no,no,no,no,no,no
453,80,no,no,yes,no,no,no,no,no,no,no
82,13,no,no,no,no,no,no,no,no,no,yes
93,32,no,no,yes,yes,no,no,no,no,no,no
1545,19,no,yes,no,no,no,no,yes,no,no,no
627,2,yes,no,yes,no,no,no,no,no,no,no
1468,36,yes,no,no,no,no,no,no,no,no,no
1300,8,yes,no,no,no,no,no,no,no,no,no
1099,6,no,yes,no,no,no,no,no,no,no,no
1252,19,no,yes,no,no,no,no,no,no,no,no
1708,24,no,yes,no,no,no,no,no,no,no,no
1099,35,no,no,no,no,no,no,yes,no,no,no
394,39,no,no,yes,no,no,no,yes,no,no,no
135,33,no,no,no,no,yes,no,no,no,no,no
928,31,no,no,no,no,no,no,no,no,no,yes
21,34,no,no,no,no,no,no,no,no,no,yes
1468,49,yes,yes,yes,no,yes,no,no,no,no,no
70,36,yes,yes,no,no,no,no,no,no,no,no
202,12,yes,no,no,no,no,no,no,no,no,no
82,15,no,no,yes,no,no,no,no,no,no,no
676,6,no,yes,no,no,no,no,no,no,no,no
586,27,no,no,no,no,no,no,no,no,no,yes
1713,13,no,yes,no,no,no,no,no,no,no,no
1618,42,no,no,yes,yes,no,no,no,no,yes,no
635,15,yes,no,no,no,no,no,no,no,no,no
1306,2,yes,yes,no,no,no,yes,no,no,no,no
164,9,no,yes,yes,no,no,no,no,no,no,no
98,28,no,no,no,no,no,yes,no,no,no,no
207,18,no,no,yes,no,no,no,no,no,no,no
1545,6,yes,no,no,no,no,no,no,no,yes,no
531,37,no,yes,no,no,no,no,no,no,no,no
1545,5,no,no,no,no,no,no,no,no,no,yes
559,9,yes,no,no,no,no,no,no,no,no,no
359,8,yes,no,no,no,no,no,no,no,no,no
70,18,yes,yes,yes,no,no,no,no,no,no,no
228,2,yes,yes,yes,no,no,no,no,no,no,no
744,11,no,yes,no,no,no,no,yes,no,no,no
503,19,no,no,no,no,no,no,no,no,no,yes
919,6,no,no,no,no,no,no,no,no,no,yes
1028,3,yes,no,yes,no,no,no,no,no,no,no
1361,21,no,yes,no,no,no,no,no,no,no,no
82,21,yes,no,no,no,no,no,no,no,no,no
320,23,no,yes,yes,no,no,no,no,yes,yes,no
1300,40,no,no,yes,no,no,no,no,no,no,no
186,13,yes,yes,yes,no,no,no,no,yes,no,no
348,58,no,yes,yes,no,no,no,no,no,yes,no
348,51,yes,no,no,yes,no,no,no,no,yes,no
686,6,yes,no,no,no,no,no,no,no,no,no
1419,33,no,no,no,yes,no,no,no,no,no,no
1498,31,no,no,no,no,no,yes,no,no,no,no
1713,87,no,no,no,no,no,no,no,no,no,yes
133,11,yes,no,yes,no,no,no,no,no,no,no
348,23,no,yes,no,no,no,no,no,no,no,no
1713,40,no,no,yes,no,no,no,no,no,no,no
686,11,yes,no,no,no,no,no,no,no,no,no
962,38,yes,no,yes,yes,yes,no,no,no,yes,no
453,45,yes,no,no,no,no,no,no,no,no,no
1164,35,no,no,yes,no,no,no,no,no,no,no
777,0,no,yes,no,no,no,yes,no,no,no,yes
1070,23,no,no,no,no,no,yes,no,no,no,no
303,37,no,no,no,no,no,no,no,no,yes,yes
1713,61,no,yes,no,no,no,no,no,no,no,no
1713,78,no,yes,yes,no,no,no,no,no,yes,no
1694,25,no,no,no,no,no,yes,no,no,no,yes
962,30,no,yes,no,no,no,no,no,no,no,no
1694,24,no,no,no,no,no,yes,no,no,no,no
940,59,no,no,yes,no,no,no,no,no,no,no
456,5,yes,no,no,no,no,no,no,no,no,no
133,30,no,no,yes,no,no,no,no,no,no,no
1300,29,yes,no,no,no,no,no,no,no,no,no
1306,13,yes,yes,no,no,yes,no,no,no,no,no
1673,6,yes,no,no,no,no,no,no,no,no,no
1028,37,no,no,yes,no,no,no,yes,no,no,no
541,10,no,no,no,no,no,no,no,no,yes,no
1261,5,yes,yes,yes,no,no,no,no,no,no,no
93,20,yes,yes,no,no,no,no,no,no,no,no
746,29,no,no,no,no,no,no,yes,no,no,no
33,4,yes,no,no,no,yes,no,no,no,yes,no
33,61,no,no,no,no,no,no,yes,no,no,no
1206,4,no,yes,yes,no,no,no,no,no,no,no
144,6,no,yes,no,no,no,no,no,no,no,no
32,9,no,yes,no,no,no,no,no,no,no,no
940,34,no,yes,no,no,no,no,no,no,no,no
26,45,no,yes,no,no,no,no,no,no,no,no
20,21,no,no,yes,no,no,no,no,no,no,no
1099,27,no,no,no,no,no,no,no,no,no,yes
1683,17,yes,yes,no,no,no,no,no,no,no,no
1028,34,no,yes,no,no,no,no,no,no,no,no
70,7,no,yes,no,no,no,no,no,no,no,no
1708,2,yes,no,no,no,no,no,no,no,no,yes
1259,29,no,yes,no,no,no,no,no,no,no,no
586,3,no,no,no,no,no,no,yes,no,no,no
33,34,no,yes,no,no,no,yes,no,no,no,no
1545,27,no,no,no,no,no,no,no,no,yes,no
1582,0,no,no,no,no,no,no,yes,no,no,no
891,12,yes,no,no,no,no,no,no,no,no,no
453,19,no,yes,no,no,no,no,no,no,no,no
1618,10,no,no,no,no,no,no,no,no,no,yes
481,6,yes,yes,yes,no,no,no,no,no,no,no
144,11,no,yes,no,no,no,no,no,no,no,no
962,57,yes,no,no,no,no,no,no,no,no,no
1708,31,no,yes,no,no,no,no,no,no,no,no
1582,1,yes,no,no,no,no,no,no,no,no,yes
33,59,no,yes,no,no,no,no,no,no,no,no
1106,0,no,no,no,no,no,yes,no,no,no,yes
33,17,yes,no,no,no,no,no,no,no,no,no
1498,24,no,no,no,yes,yes,no,no,no,no,no
58,18,yes,yes,yes,yes,yes,no,no,no,no,no
135,32,no,no,yes,yes,no,no,no,no,no,no
745,3,no,yes,no,no,no,no,no,no,no,no
1637,4,no,yes,no,no,no,no,no,no,no,no
303,7,yes,no,no,no,yes,no,no,no,no,no
1050,43,yes,no,yes,no,no,no,no,no,no,no
523,3,yes,no,no,no,no,no,no,no,no,no
186,15,yes,yes,yes,no,no,no,no,no,no,no
746,6,yes,yes,no,no,no,no,no,no,no,no
635,8,yes,no,yes,no,no,no,no,no,no,no
33,32,yes,yes,yes,yes,no,no,no,no,no,yes
325,19,no,no,no,no,no,no,yes,no,no,no
303,11,yes,no,no,no,yes,no,no,no,no,no
453,13,yes,no,yes,no,no,no,no,no,no,no
1099,38,no,no,no,no,no,no,yes,no,no,no
135,7,yes,no,no,no,no,no,no,no,no,no
962,12,yes,no,yes,no,no,no,no,no,no,no
962,44,yes,yes,yes,no,no,no,no,no,no,no
503,10,no,yes,no,no,no,no,no,no,no,no
453,53,no,yes,no,no,no,no,no,no,no,no
348,37,yes,no,no,no,no,no,no,no,no,no
676,1,yes,no,yes,no,no,no,no,no,no,yes
32,28,no,no,no,no,no,no,no,no,no,yes
1470,6,yes,no,yes,no,no,no,no,no,no,no
640,19,no,yes,no,no,no,no,no,no,no,no
82,35,no,yes,no,no,no,no,no,no,no,no
1206,0,no,no,no,no,no,yes,no,no,no,yes
1034,9,yes,no,no,no,no,no,no,no,no,no
320,25,yes,yes,no,no,no,no,no,no,no,no
591,28,no,no,no,yes,no,no,no,no,no,no
1610,6,yes,yes,no,no,no,no,no,no,no,no
676,8,no,no,no,no,no,no,no,no,no,yes
635,34,yes,no,no,no,no,no,no,no,no,yes
744,25,no,no,no,no,no,no,no,no,no,yes
1360,16,no,no,no,no,no,no,no,no,no,yes
884,4,no,no,yes,no,no,no,no,no,no,no
394,16,yes,yes,no,yes,no,no,no,no,no,no
70,51,no,yes,no,no,no,no,no,no,no,no
82,17,no,yes,no,no,no,no,no,no,no,no
1419,25,no,yes,no,no,no,no,no,no,no,no
228,7,yes,no,no,no,no,no,no,no,no,no
20,33,no,no,no,yes,no,no,no,no,no,yes
175,4,yes,yes,no,no,no,no,no,no,no,no
1713,46,yes,yes,yes,no,no,no,no,no,no,no
1050,61,no,no,no,no,no,no,no,no,no,yes
82,16,no,yes,no,no,no,no,no,no,no,no
1028,2,yes,no,no,no,no,no,no,no,no,no
20,19,no,yes,no,no,no,no,no,no,no,no
640,11,yes,no,no,no,no,no,no,no,no,no
517,26,yes,yes,no,no,no,no,no,no,no,no
1099,1,yes,no,no,no,no,no,no,no,no,no
862,5,yes,no,no,no,no,no,no,no,no,no
627,11,no,yes,no,no,no,no,no,no,no,no
686,34,no,yes,yes,no,no,no,no,no,no,no
348,6,yes,no,no,no,no,no,no,no,no,no
70,29,yes,no,no,no,no,no,no,no,no,no
1300,17,yes,no,no,no,no,no,no,no,no,no
856,35,no,no,no,no,no,no,no,no,no,yes
320,42,no,no,no,no,no,no,no,no,no,yes
303,31,no,yes,yes,yes,yes,no,no,no,no,no
175,30,yes,no,no,no,no,no,no,no,yes,no
928,30,no,no,no,yes,no,no,no,no,no,no
1164,10,no,yes,no,no,no,no,no,no,no,no
503,8,no,yes,no,no,no,no,no,no,no,no
1618,26,no,no,yes,no,no,no,no,no,no,yes
481,12,no,yes,no,no,no,no,no,no,no,no
559,4,yes,no,no,no,no,no,no,no,no,no
1582,16,yes,no,no,no,no,no,no,no,yes,no
652,26,yes,yes,no,no,no,no,no,no,no,no
1252,21,no,no,no,no,no,no,no,no,no,yes
26,34,no,yes,no,no,no,no,no,no,no,no
1683,30,yes,no,yes,yes,no,no,no,no,yes,no
862,6,yes,yes,no,no,no,no,no,no,no,no
32,15,yes,no,no,no,no,no,no,no,no,no
640,30,no,yes,yes,no,no,no,no,no,no,no
303,24,yes,no,no,no,no,no,no,no,no,no
453,88,no,yes,yes,yes,no,no,no,no,yes,no
891,10,yes,yes,no,no,no,no,no,no,no,no
228,6,no,yes,no,no,no,no,no,no,no,no
1164,3,yes,no,no,no,no,no,no,no,no,yes
1419,23,no,yes,no,no,no,no,no,no,no,no
186,23,yes,no,no,no,no,no,no,no,yes,no
1419,30,no,no,no,no,no,no,no,no,yes,no
517,40,no,yes,no,no,no,no,no,no,no,no
635,41,no,no,yes,no,no,no,yes,no,no,no
1468,46,yes,no,yes,yes,no,no,no,no,no,no
862,23,no,yes,yes,no,no,no,no,no,no,no
144,1,yes,no,no,no,no,no,no,no,no,no
1070,6,no,yes,no,no,no,no,no,no,no,no
331,15,no,yes,no,no,no,yes,no,no,no,no
1582,7,no,yes,no,no,no,no,no,no,no,no
303,13,yes,no,no,no,yes,no,no,no,no,no
414,21,no,yes,yes,no,no,no,no,no,yes,no
1510,12,yes,no,no,no,no,no,no,no,no,no
200,18,no,yes,no,no,no,no,no,no,no,no
1468,30,no,no,no,no,no,no,no,no,no,yes
1089,29,no,no,yes,yes,no,no,no,no,no,no
105,10,no,yes,no,no,no,no,no,no,no,no
531,51,no,no,no,no,no,yes,no,no,no,no
517,58,no,yes,no,no,no,no,no,no,no,no
862,10,no,yes,no,no,no,no,no,no,no,no
746,21,no,yes,yes,no,no,no,no,no,no,no
207,8,yes,no,no,no,no,no,no,no,no,no
856,6,yes,yes,yes,no,no,no,no,no,no,no
1259,53,no,yes,no,no,no,no,no,no,no,no
1468,57,no,yes,yes,no,no,no,no,no,yes,yes
862,4,yes,no,no,no,no,no,no,no,no,no
1610,19,yes,no,no,no,no,no,no,no,no,no
746,25,no,no,yes,yes,no,no,no,no,no,no
98,29,no,no,no,no,no,yes,no,no,no,no
33,55,no,no,yes,no,no,no,no,no,no,no
33,3,yes,yes,yes,yes,no,yes,yes,no,yes,yes
21,20,no,yes,yes,no,no,no,no,yes,no,no
640,28,no,yes,yes,no,no,no,no,no,no,no
1582,9,yes,no,no,no,no,yes,no,no,no,no
1300,64,no,no,yes,no,no,no,no,no,no,no
898,9,no,no,no,no,no,no,no,no,no,yes
70,64,no,no,yes,no,no,no,no,yes,no,no
1694,36,no,yes,yes,no,no,no,no,no,yes,no
1470,11,no,no,yes,no,no,no,no,no,no,no
1259,19,yes,no,yes,no,no,no,no,no,no,no
144,14,no,no,yes,no,no,no,no,no,no,no
33,8,yes,no,no,no,no,no,no,no,no,no
686,13,yes,no,yes,no,yes,no,no,no,no,no
640,7,yes,no,no,no,no,no,no,no,no,no
1306,6,yes,yes,no,no,no,no,no,no,no,no
1636,26,yes,no,no,no,no,no,no,no,no,no
746,9,yes,no,no,no,no,no,no,no,no,no
21,14,no,yes,no,no,no,no,no,no,no,no
320,34,yes,no,no,no,no,no,no,no,no,no
856,5,yes,no,no,no,no,no,no,no,no,no
517,6,yes,yes,no,no,no,no,no,no,no,no
1539,24,no,no,no,no,no,no,no,no,no,yes
186,41,yes,no,no,no,no,no,no,no,no,no
531,32,no,no,no,no,no,no,no,no,no,yes
359,24,no,yes,yes,no,no,no,no,no,no,no
962,26,no,yes,yes,no,no,no,no,no,no,no
652,37,no,yes,no,no,no,no,no,no,no,no
26,26,no,yes,yes,no,no,no,no,no,no,no
862,14,yes,no,no,no,no,no,no,no,no,no
591,22,no,no,yes,no,no,no,no,no,no,no
1636,36,yes,no,no,no,no,no,yes,no,no,no
1582,19,yes,yes,no,no,no,no,no,no,no,no
652,7,yes,no,no,no,no,no,no,no,no,no
186,17,no,yes,no,no,no,no,no,no,no,no
331,16,no,no,no,no,no,no,yes,no,no,no
93,23,no,yes,yes,no,no,no,no,no,no,no
414,15,no,yes,yes,no,no,no,no,no,no,no
1264,3,no,no,yes,no,no,no,no,no,no,no
186,31,no,no,no,no,no,no,no,no,no,yes
